Product_name,Product_url,brand,Sale_price,MRP,Discount_percentage,Number_of_ratings,Number_of_reviews,Type_of_washing,UPC,Star_rating
IFB 7.5 kg 5 Star Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/ifb-7-5-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmezw2mugmjdhgy?pid=WMNEZW2M4CJHSJ23,IFB,37390,42490,12,39,6,Fully Automatic Front Load,WMNEZW2M4CJHSJ23,4.4
"Lloyd 8 kg Fully Automatic Top Load Silver, Black", https://www.flipkart.com/lloyd-8-kg-fully-automatic-top-load-silver-black/p/itmf3psgttgmbbfd?pid=WMNF36RUZQRXWYB7,Lloyd,15490,22590,31,34,5,Fully Automatic Top Load,WMNF36RUZQRXWYB7,3.9
"Godrej 10.2 kg Semi Automatic Top Load Gold, White", https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,308,39,Semi Automatic Top Load,WMNFGGS8J8WGW6PS,4.5
LG 8 kg Fully Automatic Top Load Grey, https://www.flipkart.com/lg-8-kg-fully-automatic-top-load-grey/p/itmf22b21cefbe3e?pid=WMNFKPT2EJZ89UME,LG,26800,33990,21,82,11,Fully Automatic Top Load,WMNFKPT2EJZ89UME,4.6
BOSCH 8/5 kg Washer with Dryer with In-built Heater Silver, https://www.flipkart.com/bosch-8-5-kg-washer-dryer-in-built-heater-silver/p/itmf0cfd076312f2?pid=WMNGYSQD5YF5TWM2,BOSCH,57875,71399,18,0,0,Washer with Dryer | 5.44 W,WMNGYSQD5YF5TWM2,0
"LG 6.2 kg Inverter Fully Automatic Top Load Silver, Blue", https://www.flipkart.com/lg-6-2-kg-inverter-fully-automatic-top-load-silver-blue/p/itmf762zpfqv6zba?pid=WMNF762ZHFZKQ7QN,LG,18449,19770,6,9794,1113,Fully Automatic Top Load,WMNF762ZHFZKQ7QN,4.4
SAMSUNG 6.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-grey/p/itm2b689f02ca434?pid=WMNFRGAM5RPEJGZ3,SAMSUNG,19200,23200,17,10,3,Fully Automatic Top Load,WMNFRGAM5RPEJGZ3,4.3
"LG 6.2 kg Inverter Fully Automatic Top Load Silver, Blue", https://www.flipkart.com/lg-6-2-kg-inverter-fully-automatic-top-load-silver-blue/p/itmf762zpfqv6zba?pid=WMNF762ZHFZKQ7QN,LG,18449,19770,6,9794,1113,Fully Automatic Top Load,WMNF762ZHFZKQ7QN,4.4
Midea 6 kg Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/midea-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmf4w6ktjacazpc?pid=WMNF4PB8AE59FRHT,Midea,16990,23990,29,15563,2900,Fully Automatic Front Load,WMNF4PB8AE59FRHT,4.3
SAMSUNG 6.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-grey/p/itm2b689f02ca434?pid=WMNFRGAM5RPEJGZ3,SAMSUNG,19200,23200,17,10,3,Fully Automatic Top Load,WMNFRGAM5RPEJGZ3,4.3
"Godrej 7 kg Semi Automatic Top Load White, Blue", https://www.flipkart.com/godrej-7-kg-semi-automatic-top-load-white-blue/p/itm538e389647c6c?pid=WMNFT34KZ2GQ287Z,Godrej,10789,12400,12,185,18,Semi Automatic Top Load,WMNFT34KZ2GQ287Z,4.2
"Galanz 10 kg Quick Wash, Inverter Fully Automatic Front Load with In-built Heater Silver", https://www.flipkart.com/galanz-10-kg-quick-wash-inverter-fully-automatic-front-load-in-built-heater-silver/p/itm4d32a2baa40a3?pid=WMNFNMDBYXHBNZAU,Galanz,30490,50990,40,302,69,Fully Automatic Front Load,WMNFNMDBYXHBNZAU,4.1
"Godrej 9 kg Semi Automatic Top Load White, Purple", https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFZPE8KTHRTHMD,4.4
LG 8 kg Semi Automatic Top Load Grey, https://www.flipkart.com/lg-8-kg-semi-automatic-top-load-grey/p/itme46032c6324b4?pid=WMNFZHFTARHUU2MQ,LG,13280,15990,16,0,0,Semi Automatic Top Load,WMNFZHFTARHUU2MQ,0
"MarQ By Flipkart 6.5 kg Semi Automatic Top Load White, Maroon", https://www.flipkart.com/marq-flipkart-6-5-kg-semi-automatic-top-load-white-maroon/p/itmf9mfn7wwzzwhu?pid=WMNF9MFNDBTHNGUB,MarQ,11299,mrp not available,0,7010,1021,Semi Automatic Top Load,WMNF9MFNDBTHNGUB,4.3
Voltas Beko 6.2 kg Fully Automatic Top Load Grey, https://www.flipkart.com/voltas-beko-6-2-kg-fully-automatic-top-load-grey/p/itm407c34bc760e4?pid=WMNFTY4T7ECXFFGX,Voltas,14490,19990,27,80,9,Fully Automatic Top Load,WMNFTY4T7ECXFFGX,4.2
"DMR 3/1.5 kg Washer with Dryer White, Blue", https://www.flipkart.com/dmr-3-1-5-kg-washer-dryer-white-blue/p/itmefjbwbcmhnqwt?pid=WMNEFJBSUQCBSZXP,DMR,4699,5299,11,72,9,Washer with Dryer | 240 W,WMNEFJBSUQCBSZXP,3.5
Godrej 6 kg Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/godrej-6-kg-fully-automatic-front-load-in-built-heater-silver/p/itm615eeb5a83038?pid=WMNFSKD5QDEMUE4P,Godrej,24499,33300,26,9,0,Fully Automatic Front Load,WMNFSKD5QDEMUE4P,4
"Godrej 10.2 kg Semi Automatic Top Load Gold, White", https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFGGS8J8WGW6PS,4.5
Siemens 7 kg Fully Automatic Front Load Silver, https://www.flipkart.com/siemens-7-kg-fully-automatic-front-load-silver/p/itme8hdzfzhdphkh?pid=WMNE8HDZGUAMT6HF,Siemens,28490,37500,24,47,7,Fully Automatic Front Load,WMNE8HDZGUAMT6HF,4.7
BOSCH 10 kg Fully Automatic Top Load Silver, https://www.flipkart.com/bosch-10-kg-fully-automatic-top-load-silver/p/itmf7fhgxzvdgyyg?pid=WMNF7FHGJZ4H9FNU,BOSCH,31300,36649,14,31,6,Fully Automatic Top Load,WMNF7FHGJZ4H9FNU,4.3
SAMSUNG 7.5 kg Fully Automatic Top Load Maroon, https://www.flipkart.com/samsung-7-5-kg-fully-automatic-top-load-maroon/p/itmd443b263bbe22?pid=WMNFVTYHY5RFCZ9X,SAMSUNG,21300,24100,11,8,0,Fully Automatic Top Load,WMNFVTYHY5RFCZ9X,3.9
Godrej 6.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFU2TC3HQXAT4Y,4.2
BOSCH 6.5 kg Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/bosch-6-5-kg-fully-automatic-front-load-in-built-heater-white/p/itmektzyncrhqexr?pid=WMNEKTZYY7SEAHTG,BOSCH,29990,30850,2,318,58,Fully Automatic Front Load,WMNEKTZYY7SEAHTG,4.3
Lloyd 7 kg Fully Automatic Top Load Grey, https://www.flipkart.com/lloyd-7-kg-fully-automatic-top-load-grey/p/itm0d5c5ae64a38f?pid=WMNFRGHSM4PGRWH8,Lloyd,15990,20990,23,3,1,Fully Automatic Top Load,WMNFRGHSM4PGRWH8,4
Godrej 7 kg Fully Automatic Top Load Grey, https://www.flipkart.com/godrej-7-kg-fully-automatic-top-load-grey/p/itmf5r3dahq7tpdt?pid=WMNF5R3DDSGCVBKB,Godrej,18490,24300,23,144,16,Fully Automatic Top Load,WMNF5R3DDSGCVBKB,4.3
LG 8 kg Fully Automatic Top Load Silver, https://www.flipkart.com/lg-8-kg-fully-automatic-top-load-silver/p/itmff8bd7pckknuu?pid=WMNFF8BDGKR7QKMB,LG,30100,34900,13,11,1,Fully Automatic Top Load,WMNFF8BDGKR7QKMB,4.9
Whirlpool 7 kg Fully Automatic Front Load White, https://www.flipkart.com/whirlpool-7-kg-fully-automatic-front-load-white/p/itmf3h7bmgcdzbht?pid=WMNEZQEUVBXZGYDU,Whirlpool,27319,33569,18,92,10,Fully Automatic Front Load,WMNEZQEUVBXZGYDU,3.9
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...", https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFV7VVCZTAKFAN,4
"Godrej 8 kg Semi Automatic Top Load Black, White", https://www.flipkart.com/godrej-8-kg-semi-automatic-top-load-black-white/p/itm44fba3ecfb2c0?pid=WMNFUGB5GHXQNAKT,Godrej,13229,17000,22,25,3,Semi Automatic Top Load,WMNFUGB5GHXQNAKT,4.4
"Godrej 9.5 kg Semi Automatic Top Load White, Grey", https://www.flipkart.com/godrej-9-5-kg-semi-automatic-top-load-white-grey/p/itmfggsbxzhdmr3g?pid=WMNFGGSBTKQ66XHZ,Godrej,15279,17500,12,309,39,Semi Automatic Top Load,WMNFGGSBTKQ66XHZ,4.5
"Godrej 7 kg Semi Automatic Top Load White, Maroon", https://www.flipkart.com/godrej-7-kg-semi-automatic-top-load-white-maroon/p/itm7f40d8a89f28f?pid=WMNFT34KCY4F2MGH,Godrej,10399,12400,16,185,18,Semi Automatic Top Load,WMNFT34KCY4F2MGH,4.2
Midea 6 kg Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/midea-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmf4w6ktjacazpc?pid=WMNF4PB8AE59FRHT,Midea,16990,23990,29,15563,2900,Fully Automatic Front Load,WMNF4PB8AE59FRHT,4.3
"SAMSUNG 7.5 kg Semi Automatic Top Load Purple, White, Grey", https://www.flipkart.com/samsung-7-5-kg-semi-automatic-top-load-purple-white-grey/p/itmfdv6ggyeys6fa?pid=WMNFDV6GMHVV2U5C,SAMSUNG,11490,13000,11,43,4,Semi Automatic Top Load,WMNFDV6GMHVV2U5C,4.5
LG 6.5 kg Inverter Fully Automatic Top Load Silver, https://www.flipkart.com/lg-6-5-kg-inverter-fully-automatic-top-load-silver/p/itmf3j42aahba4zh?pid=WMNF3A6NKTRQMYDG,LG,21490,24990,14,24,3,Fully Automatic Top Load,WMNF3A6NKTRQMYDG,4.3
Haier 7 kg Semi Automatic Top Load Multicolor, https://www.flipkart.com/haier-7-kg-semi-automatic-top-load-multicolor/p/itmfg6tbyjvffjug?pid=WMNFG6TB7XJRSB2H,Haier,10564,13000,18,41,4,Semi Automatic Top Load,WMNFG6TB7XJRSB2H,4.4
LG 7 kg Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/lg-7-kg-fully-automatic-front-load-in-built-heater-silver/p/itm9ff3957eced6b?pid=WMNFTPBYPZUUFJUR,LG,39990,40990,2,26,2,Fully Automatic Front Load,WMNFTPBYPZUUFJUR,4.2
Midea 10.5 kg One Touch AI Wash Fully Automatic Top Load Grey, https://www.flipkart.com/midea-10-5-kg-one-touch-ai-wash-fully-automatic-top-load-grey/p/itmffg7rg5kxqsdb?pid=WMNFFG7RQEEXYHQH,Midea,21990,27590,20,677,100,Fully Automatic Top Load,WMNFFG7RQEEXYHQH,4.2
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey", https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5013,548,Fully Automatic Top Load,WMNFG2H7HWJCUKAR,4.3
BOSCH 7 kg Fully Automatic Top Load Silver, https://www.flipkart.com/bosch-7-kg-fully-automatic-top-load-silver/p/itmf6srzxtyxfxh3?pid=WMNF6SRZJYFUEHVF,BOSCH,21290,25599,16,75,9,Fully Automatic Top Load,WMNF6SRZJYFUEHVF,4.5
BOSCH 9 kg Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/bosch-9-kg-fully-automatic-front-load-in-built-heater-white/p/itmfdzjgewyktpqv?pid=WMNFDZJGVFTVRGD9,BOSCH,69190,77999,11,9,2,Fully Automatic Front Load,WMNFDZJGVFTVRGD9,3.6
SAMSUNG 6 kg Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/samsung-6-kg-fully-automatic-front-load-in-built-heater-silver/p/itmfggzgzmqhmuq8?pid=WMNFGGZGS4M2GREA,SAMSUNG,27999,34200,18,4,1,Fully Automatic Front Load,WMNFGGZGS4M2GREA,3.5
"Godrej 9 kg Semi Automatic Top Load White, Purple", https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFZPE8KTHRTHMD,4.4
"Haier 8.5 kg Semi Automatic Top Load Black, White, Grey", https://www.flipkart.com/haier-8-5-kg-semi-automatic-top-load-black-white-grey/p/itm3df3f967c3dec?pid=WMNFME34DCK8NFSJ,Haier,12990,16250,20,352,39,Semi Automatic Top Load,WMNFME34DCK8NFSJ,4.2
SAMSUNG 6 kg Inverter Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/samsung-6-kg-inverter-fully-automatic-front-load-in-built-heater-white/p/itmfggzguu2yfnns?pid=WMNFGGZGYVTGGH4G,SAMSUNG,24690,30300,18,88,8,Fully Automatic Front Load,WMNFGGZGYVTGGH4G,4.4
LG 10 kg 5 Star Rating Fully Automatic Top Load Silver, https://www.flipkart.com/lg-10-kg-5-star-rating-fully-automatic-top-load-silver/p/itmf3c4643bc4356?pid=WMNFKPT2KDNFUVCY,LG,30990,35990,13,114,10,Fully Automatic Top Load,WMNFKPT2KDNFUVCY,4.4
SAMSUNG 6.5 kg Fully Automatic Front Load Silver, https://www.flipkart.com/samsung-6-5-kg-fully-automatic-front-load-silver/p/itm9359072660728?pid=WMNFQNFMWYBCRTXZ,SAMSUNG,31100,38400,19,5,1,Fully Automatic Front Load,WMNFQNFMWYBCRTXZ,4.4
Godrej 6.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm9da0b92a7a993?pid=WMNFK4SH6DWEQKGR,Godrej,13800,21700,36,0,0,Fully Automatic Top Load,WMNFK4SH6DWEQKGR,0
"Godrej 10.2 kg Semi Automatic Top Load Gold, White", https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFGGS8J8WGW6PS,4.5
"Whirlpool 8 kg 5 Star, Supersoak Technology Semi Automatic Top Load Purple", https://www.flipkart.com/whirlpool-8-kg-5-star-supersoak-technology-semi-automatic-top-load-purple/p/itmf7nvwrycfygsb?pid=WMNEN6A2GJYRHTHF,Whirlpool,12450,12990,4,4647,596,Semi Automatic Top Load,WMNEN6A2GJYRHTHF,4.3
"Haier 7 kg Fully Automatic Top Load Grey, Black", https://www.flipkart.com/haier-7-kg-fully-automatic-top-load-grey-black/p/itmfg6tbha4mygkc?pid=WMNFG6TBYFZCBNFA,Haier,17570,23490,25,4,1,Fully Automatic Top Load,WMNFG6TBYFZCBNFA,4.8
"LG Smart Wi-Fi TrueSteam Clothing Care Styler - Refresh, Sanitize & Wrinkle Free Clothes Linen Brown", https://www.flipkart.com/lg-smart-wi-fi-truesteam-clothing-care-styler-refresh-sanitize-wrinkle-free-clothes-linen-brown/p/itm9dee2d65409f0?pid=WMNFYTUDDZBRBEJJ,LG,140000,184990,24,0,0,Dryer,WMNFYTUDDZBRBEJJ,0
Godrej 6.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFU2TC3HQXAT4Y,4.2
"TOSHIBA 8 kg I-clean, 15-Minute Quick Wash, GREATWAVES Technology Fully Automatic Top Load Grey", https://www.flipkart.com/toshiba-8-kg-i-clean-15-minute-quick-wash-greatwaves-technology-fully-automatic-top-load-grey/p/itm29943c8dd68e1?pid=WMNFSTYABHHB3SVV,TOSHIBA,25499,33490,23,3,0,Fully Automatic Top Load,WMNFSTYABHHB3SVV,5
"Voltas Beko 8.5 kg Semi Automatic Top Load White, Grey", https://www.flipkart.com/voltas-beko-8-5-kg-semi-automatic-top-load-white-grey/p/itm39f45308a485a?pid=WMNFTY4TV3WUVZHZ,Voltas,11490,17490,34,80,9,Semi Automatic Top Load,WMNFTY4TV3WUVZHZ,4.2
SAMSUNG 7 kg Fully Automatic Top Load Maroon, https://www.flipkart.com/samsung-7-kg-fully-automatic-top-load-maroon/p/itm521b4c8eb0bd3?pid=WMNFQYGAVH3GXYVM,SAMSUNG,23500,29313,19,0,0,Fully Automatic Top Load,WMNFQYGAVH3GXYVM,0
Voltas Beko 8.5 kg Semi Automatic Top Load Blue, https://www.flipkart.com/voltas-beko-8-5-kg-semi-automatic-top-load-blue/p/itmc78eb5dbbd62d?pid=WMNFTY4TG7CJT5SG,Voltas,13299,18990,29,297,46,Semi Automatic Top Load,WMNFTY4TG7CJT5SG,4.4
BOSCH 8 kg Fully Automatic Top Load Grey, https://www.flipkart.com/bosch-8-kg-fully-automatic-top-load-grey/p/itmf6srzz4tebknf?pid=WMNF7FHGTYGKHYSR,BOSCH,24490,28990,15,169,15,Fully Automatic Top Load,WMNF7FHGTYGKHYSR,4.5
Midea 6 kg Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/midea-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmf4w6ktjacazpc?pid=WMNF4PB8AE59FRHT,Midea,16990,23990,29,15563,2900,Fully Automatic Front Load,WMNF4PB8AE59FRHT,4.3
IFB 7.5 kg Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/ifb-7-5-kg-fully-automatic-front-load-in-built-heater-white/p/itmfcf8hgbgzuwpz?pid=WMNFCF8HCVNN77Z6,IFB,34990,41290,15,13,2,Fully Automatic Front Load,WMNFCF8HCVNN77Z6,3.8
Siemens 7 kg Fully Automatic Front Load Grey, https://www.flipkart.com/siemens-7-kg-fully-automatic-front-load-grey/p/itmffyfhnb3tzyxs?pid=WMNFFYFHNGFMQ8ZP,Siemens,28490,37000,23,29,5,Fully Automatic Front Load,WMNFFYFHNGFMQ8ZP,4.8
BOSCH 6 kg Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/bosch-6-kg-fully-automatic-front-load-in-built-heater-silver/p/itmetve4tgajygwm?pid=WMNETVE44HJSZJ4U,BOSCH,31900,31990,0,175,26,Fully Automatic Front Load,WMNETVE44HJSZJ4U,4.3
"Godrej 9 kg Semi Automatic Top Load White, Purple", https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFZPE8KTHRTHMD,4.4
MOTOROLA 8 kg Dryer with In-built Heater White, https://www.flipkart.com/motorola-8-kg-dryer-in-built-heater-white/p/itmbd8f4e7528ec0?pid=WMNFSGRXWKGNAQHM,MOTOROLA,25490,40499,37,0,0,Dryer,WMNFSGRXWKGNAQHM,0
SAMSUNG 9/6 kg For Complete Drying Washer with Dryer with In-built Heater Grey, https://www.flipkart.com/samsung-9-6-kg-complete-drying-washer-dryer-in-built-heater-grey/p/itmem8pzmp3sgffw?pid=WMNEM8PZB5GEZHEF,SAMSUNG,66200,74500,11,8,1,Washer with Dryer | 2400 W,WMNEM8PZB5GEZHEF,4.1
Haier 6.2 kg Semi Automatic Top Load White, https://www.flipkart.com/haier-6-2-kg-semi-automatic-top-load-white/p/itmf4hzgyncgaubg?pid=WMNF4HZGFVCFYRZB,Haier,9364,10800,13,208,12,Semi Automatic Top Load,WMNF4HZGFVCFYRZB,4
SAMSUNG 6 kg Fully Automatic Front Load White, https://www.flipkart.com/samsung-6-kg-fully-automatic-front-load-white/p/itmd0deb0e4be9b6?pid=WMNFQNFMHMHADKWW,SAMSUNG,26659,32900,18,3,0,Fully Automatic Front Load,WMNFQNFMHMHADKWW,4.7
Whirlpool 8.5 kg Semi Automatic Top Load Silver, https://www.flipkart.com/whirlpool-8-5-kg-semi-automatic-top-load-silver/p/itm86943ab64d89f?pid=WMNFYM2S8S2DCHRE,Whirlpool,13549,16000,15,4,0,Semi Automatic Top Load,WMNFYM2S8S2DCHRE,4.5
"Godrej 10.2 kg Semi Automatic Top Load Gold, White", https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFGGS8J8WGW6PS,4.5
"Avoir 8 kg Semi Automatic Top Load White, Blue", https://www.flipkart.com/avoir-8-kg-semi-automatic-top-load-white-blue/p/itmfdxhwjdfmbjq9?pid=WMNFDXHWCA9YUU3F,Avoir,8990,16990,47,92,12,Semi Automatic Top Load,WMNFDXHWCA9YUU3F,4.1
SAMSUNG 6.5 kg Fully Automatic Top Load Maroon, https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-maroon/p/itmewggreqfj2sbg?pid=WMNEWGGR2JZGVWUC,SAMSUNG,20100,24000,16,319,42,Fully Automatic Top Load,WMNEWGGR2JZGVWUC,4.3
Panasonic 6 kg Fully Automatic Front Load with In-built Heater Grey, https://www.flipkart.com/panasonic-6-kg-fully-automatic-front-load-in-built-heater-grey/p/itmf6b8tzunx6dqy?pid=WMNF6B8TSZ5MSFH8,Panasonic,24999,32000,21,0,0,Fully Automatic Front Load,WMNF6B8TSZ5MSFH8,0
Godrej 6.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFU2TC3HQXAT4Y,4.2
"Haier 7 kg Semi Automatic Top Load Black, White", https://www.flipkart.com/haier-7-kg-semi-automatic-top-load-black-white/p/itmfgxnxjkwnngyj?pid=WMNFZFYAG4G7CWBF,Haier,10200,11500,11,352,39,Semi Automatic Top Load,WMNFZFYAG4G7CWBF,4.2
LG 9 kg 5 star Fully Automatic Top Load Grey, https://www.flipkart.com/lg-9-kg-5-star-fully-automatic-top-load-grey/p/itm8370383e2a756?pid=WMNFMAFYQNYXG8SA,LG,29490,36990,20,429,41,Fully Automatic Top Load,WMNFMAFYQNYXG8SA,4.4
"Lloyd 8.5 kg Semi Automatic Top Load Red, White", https://www.flipkart.com/lloyd-8-5-kg-semi-automatic-top-load-red-white/p/itmfdvdxv9bvpewv?pid=WMNFDVDXTPJVHMS5,Lloyd,12599,16290,22,10,0,Semi Automatic Top Load,WMNFDVDXTPJVHMS5,4.1
SAMSUNG 7 kg Fully Automatic Top Load Silver, https://www.flipkart.com/samsung-7-kg-fully-automatic-top-load-silver/p/itm2c7a16569f19e?pid=WMNFQYGA3ZQNQ4WU,SAMSUNG,28900,30510,5,0,0,Fully Automatic Top Load,WMNFQYGA3ZQNQ4WU,0
Panasonic 6 kg Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/panasonic-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmc7eac467037a7?pid=WMNFQAF4CXZTQRHD,Panasonic,22999,30500,24,0,0,Fully Automatic Front Load,WMNFQAF4CXZTQRHD,0
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...", https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFV7VVCZTAKFAN,4
Lloyd 6.5 kg Fully Automatic Top Load Blue, https://www.flipkart.com/lloyd-6-5-kg-fully-automatic-top-load-blue/p/itmej3nh8yvhwh3n?pid=WMNEJ3NHTBCZMNVM,Lloyd,14500,15908,8,75,4,Fully Automatic Top Load,WMNEJ3NHTBCZMNVM,4.3
BOSCH 12 kg Inverter Fully Automatic Top Load Silver, https://www.flipkart.com/bosch-12-kg-inverter-fully-automatic-top-load-silver/p/itmf7fhgzhhdrbwp?pid=WMNF7FHGHRXHGRZD,BOSCH,32699,39899,18,58,6,Fully Automatic Top Load,WMNF7FHGHRXHGRZD,4.2
BOSCH 7 kg Fully Automatic Top Load White, https://www.flipkart.com/bosch-7-kg-fully-automatic-top-load-white/p/itmf6srzfmrjxjm5?pid=WMNF6SRZXHTP9AZP,BOSCH,16963,22349,24,269,30,Fully Automatic Top Load,WMNF6SRZXHTP9AZP,4.4
Midea 6 kg Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/midea-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmf4w6ktjacazpc?pid=WMNF4PB8AE59FRHT,Midea,16990,23990,29,15563,2900,Fully Automatic Front Load,WMNF4PB8AE59FRHT,4.3
"SAMSUNG 6.5 kg Fully Automatic Top Load Silver, Black", https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-silver-black/p/itmewzbzgehh7g4b?pid=WMNEWZBZGNZHDVT2,SAMSUNG,18990,19900,4,10,0,Fully Automatic Top Load,WMNEWZBZGNZHDVT2,4.5
Midea 8.5/6 kg Smart Sensor Washer with Dryer with In-built Heater White, https://www.flipkart.com/midea-8-5-6-kg-smart-sensor-washer-dryer-in-built-heater-white/p/itmffg7rvufveqfh?pid=WMNFFG7RGBYKEZNF,Midea,33990,44390,23,15563,2900,Washer with Dryer | 2050 W,WMNFFG7RGBYKEZNF,4.3
"Dvizio 7.5 kg Aqua Spa Fabric Friendly Wash Technology Semi Automatic Top Load White, Maroon", https://www.flipkart.com/dvizio-7-5-kg-aqua-spa-fabric-friendly-wash-technology-semi-automatic-top-load-white-maroon/p/itm16ed345690257?pid=WMNFY39URFHB8H37,Dvizio,7590,12490,39,7,1,Semi Automatic Top Load,WMNFY39URFHB8H37,2.6
"Haier 9 kg Semi Automatic Top Load White, Maroon", https://www.flipkart.com/haier-9-kg-semi-automatic-top-load-white-maroon/p/itmf8zh3gmr8b5rf?pid=WMNF8ZH3ATFYVYW9,Haier,12499,15000,16,9,1,Semi Automatic Top Load,WMNF8ZH3ATFYVYW9,3.8
DMR 4.6/2 kg Washer with Dryer Blue, https://www.flipkart.com/dmr-4-6-2-kg-washer-dryer-blue/p/itm59fe77d24d6fe?pid=WMNEFJBSFTPNZ2Z9,DMR,5299,6299,15,82,20,Washer with Dryer | 240 W,WMNEFJBSFTPNZ2Z9,3.8
"Godrej 9 kg Semi Automatic Top Load White, Purple", https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFZPE8KTHRTHMD,4.4
